id,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,price
145,5000,3,1,4,yes,no,no,no,no,0,no,furnished,5600000
921,4130,3,2,2,yes,no,no,no,no,2,no,semi-furnished,3640000
526,3180,2,1,1,yes,no,no,no,no,0,no,unfurnished,2310000
770,6440,2,1,1,yes,no,no,no,yes,3,no,semi-furnished,4753000
318,4340,3,1,1,yes,no,no,no,no,0,no,semi-furnished,4060000
1047,3480,2,1,1,yes,no,no,no,no,1,no,semi-furnished,2660000
861,5900,4,2,2,no,no,yes,no,no,1,no,unfurnished,4060000
129,11460,3,1,3,yes,no,no,no,no,2,yes,semi-furnished,5873000
310,5985,3,1,1,yes,no,yes,no,no,0,no,semi-furnished,4130000
687,10500,4,2,2,yes,no,no,no,no,1,no,semi-furnished,5600000
33,5960,3,3,2,yes,yes,yes,no,no,1,no,unfurnished,8190000
621,6420,3,2,3,yes,no,no,no,yes,0,yes,furnished,6650000
241,3760,3,1,1,yes,no,no,no,no,2,no,semi-furnished,4550000
1034,3300,3,1,2,no,no,no,no,no,1,no,semi-furnished,2835000
30,7475,3,2,4,yes,no,no,no,yes,2,no,unfurnished,8400000
602,9000,4,2,4,yes,yes,no,no,yes,1,yes,furnished,7245000
112,4300,6,2,2,yes,no,no,no,no,0,no,furnished,6083000
274,6450,4,1,2,yes,no,no,no,no,0,no,semi-furnished,4340000
674,11460,3,1,3,yes,no,no,no,no,2,yes,semi-furnished,5873000
202,4120,2,1,1,yes,no,yes,no,no,1,no,semi-furnished,4900000
370,4280,2,1,1,yes,no,no,no,yes,2,no,semi-furnished,3640000
75,4260,4,2,2,yes,no,no,yes,no,0,no,semi-furnished,6650000
1027,3150,3,1,2,no,no,no,no,no,0,no,unfurnished,2940000
116,6900,3,2,1,yes,yes,yes,no,no,0,yes,unfurnished,6020000
474,4352,4,1,2,no,no,no,no,no,1,no,unfurnished,2975000
1004,3500,2,1,1,yes,no,no,no,no,0,no,unfurnished,3115000
217,6862,3,1,2,yes,no,no,no,yes,2,yes,furnished,4830000
305,3450,3,1,2,yes,no,no,no,no,1,no,semi-furnished,4193000
256,4000,3,1,2,yes,no,no,no,no,2,no,furnished,4480000
978,3480,4,1,2,no,no,no,no,no,1,no,semi-furnished,3290000
106,5450,4,2,1,yes,no,yes,no,yes,0,yes,semi-furnished,6160000
656,8372,3,1,3,yes,no,no,no,yes,2,no,unfurnished,6090000
703,7980,3,1,1,yes,no,no,no,no,2,no,semi-furnished,5495000
353,2856,3,1,3,yes,no,no,no,no,0,yes,furnished,3780000
327,6480,3,1,2,no,no,no,no,yes,1,no,semi-furnished,3990000
337,2145,4,2,1,yes,no,yes,no,no,0,yes,unfurnished,3920000
373,3000,2,1,2,yes,no,no,no,yes,0,no,furnished,3640000
987,2684,2,1,1,yes,no,no,no,yes,1,no,unfurnished,3220000
818,3500,4,1,2,yes,no,no,no,no,2,no,furnished,4340000
189,3540,2,1,1,no,yes,yes,no,no,0,no,semi-furnished,5040000
644,6000,4,1,3,yes,yes,yes,no,no,0,yes,unfurnished,6265000
426,2700,3,1,1,no,no,no,no,no,0,no,furnished,3353000
503,4000,3,1,1,yes,no,no,no,no,0,no,semi-furnished,2660000
623,5700,3,1,1,yes,yes,yes,no,yes,2,yes,furnished,6650000
923,2275,3,1,3,yes,no,no,yes,yes,0,yes,semi-furnished,3640000
100,6600,3,2,1,yes,no,yes,no,yes,0,yes,unfurnished,6230000
716,10269,3,1,1,yes,no,no,no,no,1,yes,semi-furnished,5250000
272,4075,3,1,1,yes,yes,yes,no,no,2,no,semi-furnished,4340000
89,8580,5,3,2,yes,no,no,no,no,2,no,furnished,6440000
398,3120,3,1,2,yes,no,no,no,no,1,no,unfurnished,3500000
663,6420,3,1,1,yes,no,yes,no,yes,0,yes,furnished,5950000
976,3180,4,1,2,yes,no,yes,no,yes,0,no,unfurnished,3290000
899,8400,2,1,1,yes,no,no,no,no,1,no,furnished,3780000
729,3000,3,2,2,yes,yes,yes,no,no,0,no,furnished,5110000
1046,2430,3,1,1,no,no,no,no,no,0,no,unfurnished,2660000
321,3630,3,2,2,yes,no,no,yes,no,2,no,semi-furnished,4025000
968,3750,3,1,1,yes,no,no,no,no,0,no,unfurnished,3360000
739,8150,3,2,1,yes,yes,yes,no,no,0,no,semi-furnished,5005000
67,7700,3,2,1,yes,no,no,no,no,2,no,unfurnished,6895000
616,6000,4,2,4,yes,no,no,no,yes,0,no,unfurnished,6755000
136,5400,4,2,2,yes,no,no,no,yes,2,no,unfurnished,5740000
438,4500,2,1,1,no,no,no,no,no,0,no,semi-furnished,3255000
954,3185,2,1,1,yes,no,no,no,no,2,no,unfurnished,3430000
748,5400,4,1,2,yes,no,no,no,no,0,no,semi-furnished,4900000
423,3750,3,1,1,yes,no,no,no,no,0,no,unfurnished,3360000
158,7980,3,1,1,yes,no,no,no,no,2,no,semi-furnished,5495000
462,2160,3,1,2,no,no,yes,no,no,0,no,semi-furnished,3080000
