id,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,price
610,8880,3,2,2,yes,no,yes,no,yes,1,no,furnished,6930000
107,6420,3,1,3,yes,no,yes,no,no,0,yes,unfurnished,6125000
101,5500,3,1,3,yes,no,no,no,no,1,yes,unfurnished,6230000
272,4075,3,1,1,yes,yes,yes,no,no,2,no,semi-furnished,4340000
560,6000,4,1,2,yes,no,yes,no,no,2,no,semi-furnished,9100000
463,3090,2,1,1,yes,yes,yes,no,no,0,no,unfurnished,3080000
307,4080,3,1,2,yes,no,no,no,no,2,no,semi-furnished,4165000
699,3650,3,2,2,yes,no,no,no,no,2,no,semi-furnished,5530000
886,3180,2,2,1,yes,no,yes,no,no,2,no,semi-furnished,3850000
1053,4400,2,1,1,yes,no,no,no,no,0,no,unfurnished,2590000
464,4500,2,1,2,yes,no,no,yes,no,1,no,semi-furnished,3080000
1013,2835,2,1,1,yes,no,no,no,no,0,no,semi-furnished,3010000
1045,2800,3,1,1,yes,no,no,no,no,0,no,unfurnished,2660000
741,7686,3,1,1,yes,yes,yes,yes,no,0,no,semi-furnished,4970000
942,5900,2,1,1,yes,no,no,no,no,1,no,furnished,3500000
940,3600,6,1,2,yes,no,no,no,no,1,no,unfurnished,3500000
343,4080,2,1,1,yes,no,no,no,no,0,no,semi-furnished,3850000
757,3420,4,2,2,yes,no,yes,no,yes,2,no,semi-furnished,4893000
295,2325,3,1,2,no,no,no,no,no,0,no,semi-furnished,4200000
161,6100,3,1,3,yes,yes,no,no,yes,0,yes,semi-furnished,5460000
561,6600,4,2,2,yes,yes,yes,no,yes,1,yes,unfurnished,9100000
908,3584,2,1,1,yes,no,no,yes,no,0,no,semi-furnished,3710000
153,3300,3,3,2,yes,no,yes,no,no,0,no,semi-furnished,5530000
653,3240,4,1,3,yes,no,no,no,no,1,no,semi-furnished,6107500
387,4240,3,1,2,yes,no,no,no,yes,0,no,semi-furnished,3500000
427,2145,3,1,2,yes,no,yes,no,no,0,yes,furnished,3332000
1029,3040,2,1,1,no,no,no,no,no,0,no,unfurnished,2870000
98,6600,3,2,3,yes,no,no,no,yes,0,yes,unfurnished,6293000
795,3510,3,1,3,yes,no,no,no,no,0,no,semi-furnished,4515000
16,6600,4,2,2,yes,yes,yes,no,yes,1,yes,unfurnished,9100000
909,3120,3,1,2,no,no,yes,yes,no,0,no,semi-furnished,3703000
252,9860,3,1,1,yes,no,no,no,no,0,no,semi-furnished,4515000
984,3930,2,1,1,no,no,no,no,no,0,no,unfurnished,3255000
929,4500,2,1,1,no,no,no,no,no,0,no,furnished,3570000
749,4770,3,1,1,yes,yes,yes,no,no,0,no,semi-furnished,4900000
935,2135,3,2,2,no,no,no,no,no,0,no,unfurnished,3500000
618,6600,2,2,4,yes,no,yes,no,no,0,yes,furnished,6685000
418,3500,4,1,2,yes,no,no,no,yes,2,no,unfurnished,3360000
732,6100,3,1,1,yes,no,yes,no,yes,0,yes,semi-furnished,5110000
515,3210,3,1,2,yes,no,yes,no,no,0,no,unfurnished,2450000
108,3240,4,1,3,yes,no,no,no,no,1,no,semi-furnished,6107500
96,9000,3,1,1,yes,no,yes,no,no,1,yes,furnished,6300000
698,3300,3,3,2,yes,no,yes,no,no,0,no,semi-furnished,5530000
35,7000,3,2,4,yes,no,no,no,yes,2,no,furnished,8080940
406,5320,2,1,1,yes,no,no,no,no,1,yes,unfurnished,3465000
85,8250,3,2,3,yes,no,no,no,yes,0,no,furnished,6510000
891,2176,2,1,2,yes,yes,no,no,no,0,yes,semi-furnished,3850000
213,4995,4,2,1,yes,no,yes,no,no,0,no,semi-furnished,4893000
368,5640,2,1,1,no,no,no,no,no,0,no,semi-furnished,3675000
856,6060,2,1,1,yes,no,yes,no,no,1,no,semi-furnished,4123000
712,4600,2,2,1,yes,no,no,no,yes,2,no,semi-furnished,5285000
1062,3000,2,1,1,yes,no,no,no,no,1,no,unfurnished,2450000
785,3840,3,1,2,yes,no,no,no,no,1,yes,semi-furnished,4585000
64,11175,3,1,1,yes,no,yes,no,yes,1,yes,furnished,7000000
294,4000,4,2,2,no,no,no,no,no,0,no,semi-furnished,4200000
263,3968,3,1,2,no,no,no,no,no,0,no,semi-furnished,4410000
442,2684,2,1,1,yes,no,no,no,yes,1,no,unfurnished,3220000
932,4240,3,1,2,yes,no,no,no,yes,0,no,semi-furnished,3500000
490,4350,3,1,2,no,no,no,yes,no,1,no,unfurnished,2835000
507,3600,2,1,1,yes,no,no,no,no,0,no,unfurnished,2590000
582,9000,4,2,4,yes,no,no,no,yes,2,no,furnished,7980000
165,6450,3,2,1,yes,yes,yes,yes,no,0,no,unfurnished,5383000
479,3660,4,1,2,no,no,no,no,no,0,no,unfurnished,2940000
562,8500,3,2,4,yes,no,no,no,yes,2,no,furnished,8960000
593,4300,3,2,2,yes,no,yes,no,no,1,no,unfurnished,7455000
472,3630,4,1,2,yes,no,no,no,no,3,no,semi-furnished,3010000
